speaker,text,wordCount,wordNumber,start,end,lemmata
Χορός,ἀλλ᾽ ἐς τί τρέψει,4,5065,5061,5065,ἀλλ ̓ εἰς τίς τρέπω
Κρέων,τόνδ᾽ ἀπάξομαι λαβών,3,5068,5065,5068,τόνδ ̓ ἀπάγω λαμβάνω
Χορός,δεινὸν λέγοις ἄν,3,5071,5068,5071,δεινός λέγω ἀνά
Κρέων,τοῦτο νῦν πεπράξεται,3,5074,5071,5074,οὗτος νῦν πράσσω
Χορός,ἢν μή σ᾽ ὁ κραίνων τῆσδε γῆς ἀπειργάθῃ,8,5082,5074,5082,ἐάν μή σ ̓ ὁ κραίνω ὅδε γῆ ἀπείργαθον
Οἰδίπους,ὦ φθέγμ᾽ ἀναιδές ἦ σὺ γὰρ ψαύσεις ἐμοῦ,8,5090,5082,5090,ὦ φθέγμ ̓ ἀναιδής εἰμί σύ γάρ ψαύω ἐγώ
Κρέων,αὐδῶ σιωπᾶν,2,5092,5090,5092,αὐδάω σιωπάω
Οἰδίπους,μὴ γὰρ αἵδε δαίμονες θεῖέν μ᾽ ἄφωνον τῆσδε τῆς ἀρᾶς ἔτι ὅς μ᾽ ὦ κάκιστε ψιλὸν ὄμμ᾽ ἀποσπάσας πρὸς ὄμμασιν τοῖς πρόσθεν ἐξοίχει βίᾳ τοιγὰρ σέ τ᾽ αὐτὸν καὶ γένος τὸ σὸν θεῶν ὁ πάντα λεύσσων Ἥλιος δοίη βίον τοιοῦτον οἷον κἀμὲ γηρᾶναί ποτε,44,5136,5092,5136,μή γάρ ὅδε δαίμων θεῖέν μ ̓ ἄφωνος ὅδε ὁ ἀρή ἔτι ὅς μ ̓ ὦ κακός ψιλός ὄμμ ̓ ἀποσπάω πρός ὄμμα ὁ πρόσθεν ἐξοίχει βία τοιγάρ σύ τ ̓ αὐτός καί γένος ὁ σός θεός ὁ πᾶς λεύσσω ἥλιος δίδωμι βίος τοιοῦτος οἷος ἐγώ γηρᾶναί ποτέ
Κρέων,ὁρᾶτε ταῦτα τῆσδε γῆς ἐγχώριοι,5,5141,5136,5141,ὁράω οὗτος ὅδε γῆ ἐγχώριος
Οἰδίπους,ὁρῶσι κἀμὲ καὶ σέ καὶ φρονοῦσ᾽ ὅτι ἔργοις πεπονθὼς ῥήμασίν σ᾽ ἀμύνομαι,12,5153,5141,5153,ὁράω ἐγώ καί σύ καί φρονοῦσ ̓ ὅτι ἔργον πάσχω ῥήμασίν σ ̓ ἀμύνω
Κρέων,οὔτοι καθέξω θυμόν ἀλλ᾽ ἄξω βίᾳ κεἰ μοῦνός εἰμι τόνδε καὶ χρόνῳ βραδύς,13,5166,5153,5166,οὔτοι κατέχω θυμός ἀλλ ̓ ἄγω βία εἰ μοῦνός εἰμί ὅδε καί χρόνος βραδύς
Οἰδίπους,ἰὼ τάλας,2,5168,5166,5168,ἰώ τάλας
Χορός,ὅσον λῆμ᾽ ἔχων ἀφίκου ξέν᾽ εἰ τάδε δοκεῖς τελεῖν,9,5177,5168,5177,ὅσος λῆμ ̓ ἔχω ἀφικνέομαι ξέν ̓ εἰ ὅδε δοκέω τελέω
Χορός,τάνδ᾽ ἄρ᾽ οὐκέτι νεμῶ πόλιν,5,5182,5177,5182,τάνδ ̓ ἄρ ̓ οὐκέτι νέμω πόλις
Κρέων,τοῖς τοι δικαίοις χὠ βραχὺς νικᾷ μέγαν,7,5189,5182,5189,ὁ σύ δίκαιος ὁ βραχύς νικάω μέγας
Οἰδίπους,ἀκούεθ᾽ οἷα φθέγγεται,3,5192,5189,5192,ἀκούεθ ̓ οἷος φθέγγομαι
Χορός,τά γ᾽ οὐ τελεῖ ἴστω μέγας Ζεύς,7,5199,5192,5199,ὁ γ ̓ οὐ τελέω οἶδα μέγας Ζεύς
Κρέων,Ζεύς γ᾽ ἂν εἰδείη σὺ δ᾽ οὔ,7,5206,5199,5206,Ζεύς γ ̓ ἄν οἶδα σύ δ ̓ οὐ
Χορός,ἆρ᾽ οὐχ ὕβρις τάδ᾽,4,5210,5206,5210,ἆρ ̓ οὐ ὕβρις τάδ ̓
Κρέων,ὕβρις ἀλλ᾽ ἀνεκτέα,3,5213,5210,5213,ὕβρις ἀλλ ̓ ἀνεκτέον
Χορός,ἰὼ πᾶς λεώς ἰὼ γᾶς πρόμοι μόλετε σὺν τάχει μόλετ᾽ ἐπεὶ πέραν περῶσ᾽ οἵδε δή,15,5228,5213,5228,ἰώ πᾶς λαός ἰώ γῆ πρόμος βλώσκω σύν τάχος μόλετ ̓ ἐπεί πέραν περῶσ ̓ ὅδε δή
Οἰδίπους,τίς ποθ᾽ ἡ βοή τί τοὔργον ἐκ τίνος φόβου ποτὲ βουθυτοῦντά μ᾽ ἀμφὶ βωμὸν ἔσχετ᾽ ἐναλίῳ θεῷ τοῦδ᾽ ἐπιστάτῃ Κολωνοῦ λέξαθ᾽ ὡς εἰδῶ τὸ πᾶν οὗ χάριν δεῦρ᾽ ᾖξα θᾶσσον ἢ καθ᾽ ἡδονὴν ποδός,34,5262,5228,5262,τις ποθ ̓ ὁ βοή τίς ἔργον ἐκ τίς φόβος ποτέ βουθυτοῦντά μ ̓ ἀμφί βωμός ἔσχετ ̓ ἐνάλιος θεός τοῦδ ̓ ἐπιστάτης Κολωνοῦ λέξαθ ̓ ὡς οἶδα ὁ πᾶς ἵημι χάρις δεῦρ ̓ ἀίσσω ταχύς ἤ καθ ̓ ἡδονή πούς
Οἰδίπους,ὦ φίλτατ᾽ ἔγνων γὰρ τὸ προσφώνημά σου πέπονθα δεινὰ τοῦδ᾽ ὑπ᾽ ἀνδρὸς ἀρτίως,13,5275,5262,5275,ὦ φίλτατ ̓ γιγνώσκω γάρ ὁ προσφώνημά σύ πάσχω δεινός τοῦδ ̓ ὑπ ̓ ἀνήρ ἄρτιος
Θησεύς,τὰ ποῖα ταῦτα τίς δ᾽ ὁ πημήνας λέγε,8,5283,5275,5283,ὁ ποῖος οὗτος τις δ ̓ ὁ πημαίνω λέγω
Οἰδίπους,Κρέων ὅδ᾽ ὃν δέδορκας οἴχεται τέκνων ἀποσπάσας μου τὴν μόνην ξυνωρίδα,11,5294,5283,5294,Κρέων ὅδ ̓ ὅς δέρκομαι οἴχομαι τέκνον ἀποσπάω ἐγώ ὁ μόνος ξυνωρίς
Θησεύς,πῶς εἶπας,2,5296,5294,5296,πῶς εἶπον
Οἰδίπους,οἷά περ πέπονθ᾽ ἀκήκοας,4,5300,5296,5300,οἷος περί πέπονθ ̓ ἀκούω
Θησεύς,οὔκουν τις ὡς τάχιστα προσπόλων μολὼν πρὸς τούσδε βωμούς πάντ᾽ ἀναγκάσει λεὼν ἄνιππον ἱππότην τε θυμάτων ἄπο σπεύδειν ἀπὸ ῥυτῆρος ἔνθα δίστομοι μάλιστα συμβάλλουσιν ἐμπόρων ὁδοί ὡς μὴ παρέλθωσ᾽ αἱ κόραι γέλως δ᾽ ἐγὼ ξένῳ γένωμαι τῷδε χειρωθεὶς βίᾳ ἴθ᾽ ὡς ἄνωγα σὺν τάχει τοῦτον δ᾽ ἐγώ εἰ μὲν δι᾽ ὀργῆς ἧκον ἧς ὅδ᾽ ἄξιος ἄτρωτον οὐ μεθῆκ᾽ ἂν ἐξ ἐμῆς χερός νῦν δ᾽ οὕσπερ αὐτὸς τοὺς νόμους εἰσῆλθ᾽ ἔχων τούτοισι κοὐκ ἄλλοισιν ἁρμοσθήσεται οὐ γάρ ποτ᾽ ἔξει τῆσδε τῆς χώρας πρὶν ἂν κείνας ἐναργεῖς δεῦρό μοι στήσῃς ἄγων ἐπεὶ δέδρακας οὔτ᾽ ἐμοῦ καταξίως οὔθ᾽ ὧν πέφυκας αὐτὸς οὔτε σῆς χθονός ὅστις δίκαι᾽ ἀσκοῦσαν εἰσελθὼν πόλιν κἄνευ νόμου κραίνουσαν οὐδέν εἶτ᾽ ἀφεὶς τὰ τῆσδε τῆς γῆς κύρι᾽ ὧδ᾽ ἐπεισπεσὼν ἄγεις θ᾽ ἃ χρῄζεις καὶ παρίστασαι βίᾳ καί μοι πόλιν κένανδρον ἢ δούλην τινὰ ἔδοξας εἶναι κἄμ᾽ ἴσον τῷ μηδενί καίτοι σε Θῆβαί γ᾽ οὐκ ἐπαίδευσαν κακόν οὐ γὰρ φιλοῦσιν ἄνδρας ἐκδίκους τρέφειν οὐδ᾽ ἄν σ᾽ ἐπαινέσειαν εἰ πυθοίατο συλῶντα τἀμὰ καὶ τὰ τῶν θεῶν βίᾳ ἄγοντα φωτῶν ἀθλίων ἱκτήρια οὔκουν ἔγωγ᾽ ἂν σῆς ἐπεμβαίνων χθονός οὐδ᾽ εἰ τὰ πάντων εἶχον ἐνδικώτατα ἄνευ γε τοῦ κραίνοντος ὅστις ἦν χθονὸς οὔθ᾽ εἷλκον οὔτ᾽ ἂν ἦγον ἀλλ᾽ ἠπιστάμην ξένον παρ᾽ ἀστοῖς ὡς διαιτᾶσθαι χρεών σὺ δ᾽ ἀξίαν οὐκ οὖσαν αἰσχύνεις πόλιν τὴν αὐτὸς αὑτοῦ καί σ᾽ ὁ πληθύων χρόνος γέρονθ᾽ ὁμοῦ τίθησι καὶ τοῦ νοῦ κενόν εἶπον μὲν οὖν καὶ πρόσθεν ἐννέπω δὲ νῦν τὰς παῖδας ὡς τάχιστα δεῦρ᾽ ἄγειν τινά εἰ μὴ μέτοικος τῆσδε τῆς χώρας θέλεις εἶναι βίᾳ τε κοὐχ ἑκών καὶ ταῦτά σοι τῷ νῷ θ᾽ ὁμοίως κἀπὸ τῆς γλώσσης λέγω,261,5561,5300,5561,οὔκουν τις ὡς ταχύς πρόσπολος βλώσκω πρός ὅδε βωμός πάντ ̓ ἀναγκάζω λαός ἄνιππος ἱππότης τε θῦμα ἀπό σπεύδω ἀπό ῥυτήρ ἔνθα δίστομος μάλιστα συμβάλλω ἔμπορος ὁδόω ὡς μή παρέλθωσ ̓ ὁ κόρη γέλως δ ̓ ἐγώ ξένος γίγνομαι ὅδε χειρόω βία ἴθ ̓ ὡς ἄνωγα σύν τάχος οὗτος δ ̓ ἐγώ εἰ μέν δι ̓ ὀργή ἥκω ὅς ὅδ ̓ ἄξιος ἄτρωτος οὐ μεθῆκ ̓ ἄν ἐκ ἐμός χείρ νῦν δ ̓ ὅς αὐτός ὁ νόμος εἰσῆλθ ̓ ἔχω οὗτος οὐ ἄλλος ἁρμόζω οὐ γάρ ποτ ̓ ξέω ὅδε ὁ χώρα πρίν ἄν ἐκεῖνος ἐναργής δεῦρο ἐγώ ἵστημι ἄγω ἐπεί δράω οὔτ ̓ ἐγώ κατάξιος οὔθ ̓ ὅς φύω αὐτός οὔτε σός χθών ὅστις δίκαι ̓ ἀσκέω εἰσέρχομαι πόλις ἄνω1 νόμος κραίνω οὐδείς εἶτ ̓ ἀφίημι ὁ ὅδε ὁ γῆ κύρι ̓ ὧδ ̓ ἐπεισπεσὼν ἄγω θ ̓ ὅς χρῄζω καί παρίστημι βία καί ἐγώ πόλις κένανδρος ἤ δούλη τις δοκέω εἰμί κἄμ ̓ ἴσος ὁ μηδείς καίτοι σύ Θῆβαί γ ̓ οὐ παιδεύω κακός οὐ γάρ φιλέω ἀνήρ ἔκδικος τρέφω οὐδ ̓ ἀνά σ ̓ ἐπαινέω εἰ πυνθάνομαι συλάω ἐμός καί ὁ ὁ θεός βία ἄγω φώς ἄθλιος ἱκετήριος οὔκουν ἔγωγ ̓ ἄν σός ἐπεμβαίνω χθών οὐδ ̓ εἰ ὁ πᾶς ἔχω ἔνδικος ἄνευ γε ὁ κραίνω ὅστις εἰμί χθών οὔθ ̓ ἕλκω οὔτ ̓ ἄν ἄγω ἀλλ ̓ ἐπίσταμαι ξένος παρ ̓ ἀστός ὡς διαιτάω χρεών σύ δ ̓ ἄξιος οὐ εἰμί αἰσχύνω πόλις ὁ αὐτός ἑαυτοῦ καί σ ̓ ὁ πληθύω χρόνος γέρονθ ̓ ὁμοῦ τίθημι καί ὁ νόος κενός εἶπον μέν οὖν καί πρόσθεν ἐνέπω δέ νῦν ὁ παῖς ὡς ταχύς δεῦρ ̓ ἄγω τις εἰ μή μέτοικος ὅδε ὁ χώρα ἐθέλω εἰμί βία τε οὐ ἑκών καί οὗτος σύ ὁ νόος θ ̓ ὅμοιος ἀπό ὁ γλῶσσα λέγω
Χορός,ὁρᾷς ἵν᾽ ἥκεις ὦ ξέν᾽ ὡς ἀφ᾽ ὧν μὲν εἶ φαίνει δίκαιος δρῶν δ᾽ ἐφευρίσκει κακά,16,5577,5561,5577,ὁράω ἵν ̓ ἥκω ὦ ξέν ̓ ὡς ἀφ ̓ ὅς μέν εἶμι φαίνω δίκαιος δράω δ ̓ ἐφευρίσκω κακός
Κρέων,ἐγὼ οὔτ᾽ ἄνανδρον τήνδε τὴν πόλιν νέμων ὦ τέκνον Αἰγέως οὔτ᾽ ἄβουλον ὡς σὺ φῄς τοὔργον τόδ᾽ ἐξέπραξα γιγνώσκων δ᾽ ὅτι οὐδείς ποτ᾽ αὐτοὺς τῶν ἐμῶν ἂν ἐμπέσοι ζῆλος ξυναίμων ὥστ᾽ ἐμοῦ τρέφειν βίᾳ ᾔδη δ᾽ ὁθούνεκ᾽ ἄνδρα καὶ πατροκτόνον κἄναγνον οὐ δεξοίατ᾽ οὐδ᾽ ὅτῳ γάμοι ξυνόντες ηὑρέθησαν ἀνόσιοι τέκνων τοιοῦτον αὐτοῖς Ἄρεος εὔβουλον πάγον ἐγὼ ξυνῄδη χθόνιον ὄνθ᾽ ὃς οὐκ ἐᾷ τοιούσδ᾽ ἀλήτας τῇδ᾽ ὁμοῦ ναίειν πόλει ᾧ πίστιν ἴσχων τήνδ᾽ ἐχειρούμην ἄγραν καὶ ταῦτ᾽ ἂν οὐκ ἔπρασσον εἰ μή μοι πικρὰς αὐτῷ τ᾽ ἀρὰς ἠρᾶτο καὶ τὠμῷ γένει ἀνθ᾽ ὧν πεπονθὼς ἠξίουν τάδ᾽ ἀντιδρᾶν θυμοῦ γὰρ οὐδὲν γῆράς ἐστιν ἄλλο πλὴν θανεῖν θανόντων δ᾽ οὐδὲν ἄλγος ἅπτεται πρὸς ταῦτα πράξεις οἷον ἂν θέλῃς ἐπεὶ ἐρημία με κεἰ δίκαι᾽ ὅμως λέγω σμικρὸν τίθησι πρὸς δὲ τὰς πράξεις ὅμως καὶ τηλικόσδ᾽ ὤν ἀντιδρᾶν πειράσομαι,134,5711,5577,5711,ἐγώ οὔτ ̓ ἄνανδρος ὅδε ὁ πόλις νέμω ὦ τέκνον Αἰγέως οὔτ ̓ ἄβουλος ὡς σύ φημί ἔργον τόδ ̓ ἐκπράσσω γιγνώσκω δ ̓ ὅτι οὐδείς ποτ ̓ αὐτός ὁ ἐμός ἄν ἐμπίτνω ζῆλος σύναιμος ὥστ ̓ ἐγώ τρέφω βία οἶδα δ ̓ ὁθούνεκ ̓ ἀνήρ καί πατροκτόνος ἄναγνος οὐ δεξοίατ ̓ οὐδ ̓ ὅστις γάμος σύνειμι1 εὑρίσκω ἀνόσιος τέκνον τοιοῦτος αὐτός Ἄρης εὔβουλος πάγος ἐγώ σύνοιδα χθόνιος ὄνθ ̓ ὅς οὐ ἐάω τοιούσδ ̓ ἀλήτης τῇδ ̓ ὁμοῦ ναίω πόλις ὅς πίστις ἴσχω τήνδ ̓ χειρόω ἄγρα καί ταῦτ ̓ ἄν οὐ πράσσω εἰ μή ἐγώ πικρός αὐτός τ ̓ ἀρά ἀράομαι καί ἐμός γένος ἀνθ ̓ ὅς πάσχω ἀξιόω τάδ ̓ ἀντιδράω θυμός γάρ οὐδείς γῆρας εἰμί ἄλλος πλήν θνήσκω θνήσκω δ ̓ οὐδείς ἄλγος ἅπτω πρός οὗτος πρᾶξις οἷος ἄν ἐθέλω ἐπεί ἐρημία ἐγώ εἰ δίκαι ̓ ὅμως λέγω σμικρός τίθημι πρός δέ ὁ πρᾶξις ὅμως καί τηλικόσδ ̓ εἰμί ἀντιδράω πειράω
Οἰδίπους,ὦ λῆμ᾽ ἀναιδές τοῦ καθυβρίζειν δοκεῖς πότερον ἐμοῦ γέροντος ἢ σαυτοῦ τόδε ὅστις φόνους μοι καὶ γάμους καὶ συμφορὰς τοῦ σοῦ διῆκας στόματος ἃς ἐγὼ τάλας ἤνεγκον ἄκων θεοῖς γὰρ ἦν οὕτω φίλον τάχ᾽ ἄν τι μηνίουσιν εἰς γένος πάλαι ἐπεὶ καθ᾽ αὑτόν γ᾽ οὐκ ἂν ἐξεύροις ἐμοὶ ἁμαρτίας ὄνειδος οὐδέν ἀνθ᾽ ὅτου τάδ᾽ εἰς ἐμαυτὸν τοὺς ἐμούς θ᾽ ἡμάρτανον ἐπεὶ δίδαξον εἴ τι θέσφατον πατρὶ χρησμοῖσιν ἱκνεῖθ᾽ ὥστε πρὸς παίδων θανεῖν πῶς ἂν δικαίως τοῦτ᾽ ὀνειδίζοις ἐμοί ὃς οὔτε βλάστας πω γενεθλίους πατρός οὐ μητρὸς εἶχον ἀλλ᾽ ἀγέννητος τότ᾽ ἦ εἰ δ᾽ αὖ φανεὶς δύστηνος ὡς ἐγὼ φάνην ἐς χεῖρας ἦλθον πατρὶ καὶ κατέκτανον μηδὲν ξυνιεὶς ὧν ἔδρων εἰς οὕς τ᾽ ἔδρων πῶς ἂν τό γ᾽ ἆκον πρᾶγμ᾽ ἂν εἰκότως ψέγοις μητρὸς δέ τλῆμον οὐκ ἐπαισχύνει γάμους οὔσης ὁμαίμου σῆς μ᾽ ἀναγκάζων λέγειν οἵους ἐρῶ τάχ᾽ οὐ γὰρ οὖν σιγήσομαι σοῦ γ᾽ εἰς τόδ᾽ ἐξελθόντος ἀνόσιον στόμα ἔτικτε γάρ μ᾽ ἔτικτεν ὤμοι μοι κακῶν οὐκ εἰδότ᾽ οὐκ εἰδυῖα καὶ τεκοῦσά με αὑτῆς ὄνειδος παῖδας ἐξέφυσέ μοι ἀλλ᾽ ἓν γὰρ οὖν ἔξοιδα σὲ μὲν ἑκόντ᾽ ἐμὲ κείνην τε ταῦτα δυσστομεῖν ἐγὼ δέ νιν ἄκων ἔγημα φθέγγομαί τ᾽ ἄκων τάδε ἀλλ᾽ οὐ γὰρ οὔτ᾽ ἐν τοῖσδ᾽ ἁλώσομαι κακὸς γάμοισιν οὔθ᾽ οὓς αἰὲν ἐμφορεῖς σύ μοι φόνους πατρῴους ἐξονειδίζων πικρῶς ἓν γάρ μ᾽ ἄμειψαι μοῦνον ὧν σ᾽ ἀνιστορῶ εἴ τις σὲ τὸν δίκαιον αὐτίκ᾽ ἐνθάδε κτείνοι παραστάς πότερα πυνθάνοι᾽ ἂν εἰ πατήρ σ᾽ ὁ καίνων ἢ τίνοι᾽ ἂν εὐθέως δοκῶ μέν εἴπερ ζῆν φιλεῖς τὸν αἴτιον τίνοι᾽ ἂν οὐδὲ τοὔνδικον περιβλέποις τοιαῦτα μέντοι καὐτὸς εἰσέβην κακά θεῶν ἀγόντων οἷς ἐγὼ οὐδὲ τὴν πατρὸς ψυχὴν ἂν οἶμαι ζῶσαν ἀντειπεῖν ἐμοί σὺ δ᾽ εἶ γὰρ οὐ δίκαιος ἀλλ᾽ ἅπαν καλὸν λέγειν νομίζων ῥητὸν ἄρρητόν τ᾽ ἔπος τοιαῦτ᾽ ὀνειδίζεις με τῶνδ᾽ ἐναντίον καί σοι τὸ Θησέως ὄνομα θωπεῦσαι καλόν καὶ τὰς Ἀθήνας ὡς κατῴκηνται καλῶς κᾆθ᾽ ὧδ᾽ ἐπαινῶν πολλὰ τοῦδ᾽ ἐκλανθάνει ὁθούνεκ᾽ εἴ τις γῆ θεοὺς ἐπίσταται τιμαῖς σεβίζειν ἥδε τοῦθ᾽ ὑπερφέρει ἀφ᾽ ἧς σὺ κλέψας τὸν ἱκέτην γέροντ᾽ ἐμὲ αὐτόν τ᾽ ἐχειροῦ τὰς κόρας τ᾽ οἴχει λαβών ἀνθ᾽ ὧν ἐγὼ νῦν τάσδε τὰς θεὰς ἐμοὶ καλῶν ἱκνοῦμαι καὶ κατασκήπτω λιταῖς ἐλθεῖν ἀρωγοὺς ξυμμάχους θ᾽ ἵν᾽ ἐκμάθῃς οἵων ὑπ᾽ ἀνδρῶν ἥδε φρουρεῖται πόλις,358,6069,5711,6069,ὦ λῆμ ̓ ἀναιδής ὁ καθυβρίζω δοκέω πότερος ἐγώ γέρων ἤ σεαυτοῦ ὅδε ὅστις φόνος ἐγώ καί γάμος καί συμφορά ὁ σύ διίημι στόμα ὅς ἐγώ τάλας φέρω ἄκων θεός γάρ εἰμί οὕτως φίλος τάχ ̓ ἀνά τις μηνίω εἰς γένος πάλαι ἐπεί καθ ̓ ἑαυτοῦ γ ̓ οὐ ἄν ἐξευρίσκω ἐγώ ἁμαρτία ὄνειδος οὐδείς ἀνθ ̓ ὅστις τάδ ̓ εἰς ἐμαυτοῦ ὁ ἐμός θ ̓ ἁμαρτάνω ἐπεί διδάσκω εἰ τις θέσφατος πατήρ χρησμός ἱκνεῖθ ̓ ὥστε πρός παῖς θνήσκω πῶς ἄν δίκαιος τοῦτ ̓ ὀνειδίζω ἐγώ ὅς οὔτε βλάστη πω γενέθλιος πατήρ οὐ μήτηρ ἔχω ἀλλ ̓ ἀγέννητος τότ ̓ εἰμί εἰ δ ̓ αὖ φαίνω δύστηνος ὡς ἐγώ φαίνω εἰς χείρ ἔρχομαι πατήρ καί κατακτείνω μηδείς ξυνιεὶς ὅς δράω εἰς ὅς τ ̓ δράω πῶς ἄν ὁ γ ̓ ἀέκων πρᾶγμ ̓ ἄν εἰκότως ψέγω μήτηρ δέ τλήμων οὐ ἐπαισχύνομαι γάμος εἰμί ὅμαιμος σός μ ̓ ἀναγκάζω λέγω οἷος ἐρῶ τάχ ̓ οὐ γάρ οὖν σιγάω σύ γ ̓ εἰς τόδ ̓ ἐξέρχομαι ἀνόσιος στόμα τίκτω γάρ μ ̓ τίκτω ὤμοι ἐγώ κακός οὐ εἰδότ ̓ οὐ οἶδα καί τίκτω ἐγώ ἑαυτοῦ ὄνειδος παῖς ἐκφύω ἐγώ ἀλλ ̓ εἷς γάρ οὖν ἔξοιδα σύ μέν ἑκόντ ̓ ἐγώ ἐκεῖνος τε οὗτος δυστομέω ἐγώ δέ νιν ἄκων γαμέω φθέγγομαί τ ̓ ἄκων ὅδε ἀλλ ̓ οὐ γάρ οὔτ ̓ ἐν τοῖσδ ̓ ἁλίσκομαι κακός γάμος οὔθ ̓ ὅς ἀεί ἐμφορέω σύ ἐγώ φόνος πατρῷος ἐξονειδίζω πικρός εἷς γάρ μ ̓ ἀμείβω μόνος ὅς σ ̓ ἀνιστορέω εἰ τις σύ ὁ δίκαιος αὐτίκ ̓ ἐνθάδε κτείνω παρίστημι πότερος πυνθάνοι ̓ ἄν εἰ πατήρ σ ̓ ὁ καίνω ἤ τίνοι ̓ ἄν εὐθύς δοκέω μέν εἴπερ ζάω φιλέω ὁ αἴτιος τίνοι ̓ ἄν οὐδέ ἔνδικος περιβλέπω τοιοῦτος μέντοι αὐτός εἰσβαίνω κακός θεός ἄγω ὅς ἐγώ οὐδέ ὁ πατήρ ψυχή ἄν οἴομαι ζάω ἀντεῖπον ἐγώ σύ δ ̓ εἶμι γάρ οὐ δίκαιος ἀλλ ̓ ἅπας καλός λέγω νομίζω ῥητός ἄρρητος τ ̓ ἔπος τοιαῦτ ̓ ὀνειδίζω ἐγώ τῶνδ ̓ ἐναντίον καί σύ ὁ Θησεύς ὄνομα θωπεύω καλός καί ὁ Ἀθῆναι ὡς κατοικέω καλός κᾆθ ̓ ὧδ ̓ ἐπαινέω πολύς τοῦδ ̓ ἐκλανθάνω ὁθούνεκ ̓ εἰ τις γῆ θεός ἐπίσταμαι τιμή σεβίζω ὅδε τοῦθ ̓ ὑπερφέρω ἀφ ̓ ὅς σύ κλέπτω ὁ ἱκέτης γέροντ ̓ ἐγώ αὐτός τ ̓ χειρόω ὁ κόρη τ ̓ οἴχομαι λαμβάνω ἀνθ ̓ ὅς ἐγώ νῦν ὅδε ὁ θεά ἐγώ καλός ἱκνέομαι καί κατασκήπτω λιτή ἔρχομαι ἀρωγός σύμμαχος θ ̓ ἵν ̓ ἐκμανθάνω οἷος ὑπ ̓ ἀνήρ ὅδε φρουρέω πόλις
Χορός,ὁ ξεῖνος ὦναξ χρηστός αἱ δὲ συμφοραὶ αὐτοῦ πανώλεις ἄξιαι δ᾽ ἀμυναθεῖν,12,6081,6069,6081,ὁ ξένος ἄναξ χρηστός ὁ δέ συμφορά αὐτός πανώλης ἄξιος δ ̓ ἀμυνάθω
Θησεύς,ἅλις λόγων ὡς οἱ μὲν ἐξειργασμένοι σπεύδουσιν ἡμεῖς δ᾽ οἱ παθόντες ἕσταμεν,12,6093,6081,6093,ἅλις λόγος ὡς ὁ μέν ἐξεργάζομαι σπεύδω ἐγώ δ ̓ ὁ πάσχω ἵστημι
Κρέων,τί δῆτ᾽ ἀμαυρῷ φωτὶ προστάσσεις ποεῖν,6,6099,6093,6099,τίς δῆτ ̓ ἀμαυρός φώς προστάσσω ποιέω
Θησεύς,ὁδοῦ κατάρχειν τῆς ἐκεῖ πομπὸν δέ με χωρεῖν ἵν᾽ εἰ μὲν ἐν τόποισι τοῖσδ᾽ ἔχεις τὰς παῖδας ἡμῖν αὐτὸς ἐκδείξῃς ἐμοί εἰ δ᾽ ἐγκρατεῖς φεύγουσιν οὐδὲν δεῖ πονεῖν ἄλλοι γὰρ οἱ σπεύδοντες οὓς οὐ μή ποτε χώρας φυγόντες τῆσδ᾽ ἐπεύξωνται θεοῖς ἀλλ᾽ ἐξυφηγοῦ γνῶθι δ᾽ ὡς ἔχων ἔχει καί σ᾽ εἷλε θηρῶνθ᾽ ἡ τύχη τὰ γὰρ δόλῳ τῷ μὴ δικαίῳ κτήματ᾽ οὐχὶ σῴζεται κοὐκ ἄλλον ἕξεις εἰς τάδ᾽ ὡς ἔξοιδά σε οὐ ψιλὸν οὐδ᾽ ἄσκευον ἐς τοσήνδ᾽ ὕβριν ἥκοντα τόλμης τῆς παρεστώσης τανῦν ἀλλ᾽ ἔσθ᾽ ὅτῳ σὺ πιστὸς ὢν ἔδρας τάδε ἃ δεῖ μ᾽ ἀθρῆσαι μηδὲ τήνδε τὴν πόλιν ἑνὸς ποῆσαι φωτὸς ἀσθενεστέραν νοεῖς τι τούτων ἢ μάτην τὰ νῦν τέ σοι δοκεῖ λελέχθαι χὤτε ταῦτ᾽ ἐμηχανῶ,117,6216,6099,6216,ὁδός κατάρχω ὁ ἐκεῖ πομπός δέ ἐγώ χωρέω ἵν ̓ εἰ μέν ἐν τόπος τοῖσδ ̓ ἔχω ὁ παῖς ἐγώ αὐτός ἐκδείκνυμι ἐγώ εἰ δ ̓ ἐγκρατής φεύγω οὐδείς δεῖ πονέω ἄλλος γάρ ὁ σπεύδω ὅς οὐ μή ποτέ χώρα φεύγω τῆσδ ̓ ἐπεύχομαι θεός ἀλλ ̓ ἐξυφηγέομαι γιγνώσκω δ ̓ ὡς ἔχω ἔχω καί σ ̓ αἱρέω θηρῶνθ ̓ ὁ τύχη ὁ γάρ δόλος ὁ μή δίκαιος κτήματ ̓ οὐ σώζω οὐ ἄλλος ἕξις εἰς τάδ ̓ ὡς ἔξοιδά σύ οὐ ψιλός οὐδ ̓ ἄσκευος εἰς τοσήνδ ̓ ὕβρις ἥκω τόλμα ὁ παρίστημι τανῦν ἀλλ ̓ ἔσθ ̓ ὅστις σύ πιστός εἰμί δράω ὅδε ὅς δεῖ μ ̓ ἀθρέω μηδέ ὅδε ὁ πόλις εἷς ποιέω φώς ἀσθενής νοέω τις οὗτος ἤ μάτην ὁ νῦν τε σύ δοκέω λέγω3 ὅτε ταῦτ ̓ μηχανάομαι
