speaker,text,wordCount
Αἵμων,εἴπερ γυνὴ σύ σοῦ γὰρ οὖν προκήδομαι,7
Κρέων,ὦ παγκάκιστε διὰ δίκης ἰὼν πατρί,6
Αἵμων,οὐ γὰρ δίκαιά σ᾽ ἐξαμαρτάνονθ᾽ ὁρῶ,6
Κρέων,ἁμαρτάνω γὰρ τὰς ἐμὰς ἀρχὰς σέβων,6
Αἵμων,οὐ γὰρ σέβεις τιμάς γε τὰς θεῶν πατῶν,8
Κρέων,ὦ μιαρὸν ἦθος καὶ γυναικὸς ὕστερον,6
Αἵμων,οὔ τἂν ἕλοις ἥσσω γε τῶν αἰσχρῶν ἐμέ,8
Κρέων,ὁ γοῦν λόγος σοι πᾶς ὑπὲρ κείνης ὅδε,8
Αἵμων,καὶ σοῦ γε κἀμοῦ καὶ θεῶν τῶν νερτέρων,8
Κρέων,ταύτην ποτ᾽ οὐκ ἔσθ᾽ ὡς ἔτι ζῶσαν γαμεῖς,8
Αἵμων,ἣ δ᾽ οὖν θανεῖται καὶ θανοῦσ᾽ ὀλεῖ τινα,8
Κρέων,ἦ κἀπαπειλῶν ὧδ᾽ ἐπεξέρχει θρασύς,5
Αἵμων,τίς δ᾽ ἔστ᾽ ἀπειλὴ πρὸς κενὰς γνώμας λέγειν,8
Κρέων,κλαίων φρενώσεις ὢν φρενῶν αὐτὸς κενός,6
Αἵμων,εἰ μὴ πατὴρ ἦσθ᾽ εἶπον ἄν σ᾽ οὐκ εὖ φρονεῖν,10
Κρέων,γυναικὸς ὢν δούλευμα μὴ κώτιλλέ με,6
Αἵμων,βούλει λέγειν τι καὶ λέγων μηδὲν κλύειν,7
Κρέων,ἄληθες ἀλλ᾽ οὐ τόνδ᾽ Ὄλυμπον ἴσθ᾽ ὅτι χαίρων ἐπὶ ψόγοισι δεννάσεις ἐμέ ἄγαγε τὸ μῖσος ὡς κατ᾽ ὄμματ᾽ αὐτίκα παρόντι θνῄσκῃ πλησία τῷ νυμφίῳ,24
Αἵμων,οὐ δῆτ᾽ ἔμοιγε τοῦτο μὴ δόξῃς ποτέ οὔθ᾽ ἥδ᾽ ὀλεῖται πλησία σύ τ᾽ οὐδαμὰ τοὐμὸν προσόψει κρᾶτ᾽ ἐν ὀφθαλμοῖς ὁρῶν ὡς τοῖς θέλουσι τῶν φίλων μαίνῃ συνών,27
Χορός,ἁνήρ ἄναξ βέβηκεν ἐξ ὀργῆς ταχύς νοῦς δ᾽ ἐστὶ τηλικοῦτος ἀλγήσας βαρύς,12
Κρέων,δράτω φρονείτω μεῖζον ἢ κατ᾽ ἄνδρ᾽ ἰών τὼ δ᾽ οὖν κόρα τώδ᾽ οὐκ ἀπαλλάξει μόρου,15
Χορός,ἄμφω γὰρ αὐτὼ καὶ κατακτεῖναι νοεῖς,6
Κρέων,οὐ τήν γε μὴ θιγοῦσαν εὖ γὰρ οὖν λέγεις,9
Χορός,μόρῳ δὲ ποίῳ καί σφε βουλεύει κτανεῖν,7
Κρέων,ἄγων ἔρημος ἔνθ᾽ ἂν ᾖ βροτῶν στίβος κρύψω πετρώδει ζῶσαν ἐν κατώρυχι φορβῆς τοσοῦτον ὡς ἄγος μόνον προθείς ὅπως μίασμα πᾶσ᾽ ὑπεκφύγῃ πόλις κἀκεῖ τὸν Ἅιδην ὃν μόνον σέβει θεῶν αἰτουμένη που τεύξεται τὸ μὴ θανεῖν ἢ γνώσεται γοῦν ἀλλὰ τηνικαῦθ᾽ ὅτι πόνος περισσός ἐστι τἀν Ἅιδου σέβειν,48
Χορός,Ἔρως ἀνίκατε μάχαν Ἔρως ὃς ἐν κτήμασι πίπτεις ὃς ἐν μαλακαῖς παρειαῖς νεάνιδος ἐννυχεύεις φοιτᾷς δ᾽ ὑπερπόντιος ἔν τ᾽ ἀγρονόμοις αὐλαῖς καί σ᾽ οὔτ᾽ ἀθανάτων φύξιμος οὐδεὶς οὔθ᾽ ἁμερίων σέ γ᾽ ἀνθρώπων ὁ δ᾽ ἔχων μέμηνεν,36
Χορός,σὺ καὶ δικαίων ἀδίκους φρένας παρασπᾷς ἐπὶ λώβᾳ σὺ καὶ τόδε νεῖκος ἀνδρῶν ξύναιμον ἔχεις ταράξας νικᾷ δ᾽ ἐναργὴς βλεφάρων ἵμερος εὐλέκτρου νύμφας τῶν μεγάλων πάρεδρος ἐν ἀρχαῖς θεσμῶν ἄμαχος γὰρ ἐμπαίζει θεὸς Ἀφροδίτα,34
Χορός,νῦν δ᾽ ἤδη γὼ καὐτὸς θεσμῶν ἔξω φέρομαι τάδ᾽ ὁρῶν ἴσχειν δ᾽ οὐκέτι πηγὰς δύναμαι δάκρυ τὸν παγκοίτην ὅθ᾽ ὁρῶ θάλαμον τήνδ᾽ Ἀντιγόνην ἀνύτουσαν,24
Ἀντιγόνη,ὁρᾶτ᾽ ἔμ᾽ ὦ γᾶς πατρίας πολῖται τὰν νεάταν ὁδὸν στείχουσαν νέατον δὲ φέγγος λεύσσουσαν ἀελίου κοὔποτ᾽ αὖθις ἀλλά μ᾽ ὁ παγκοίτας Ἅιδας ζῶσαν ἄγει τὰν Ἀχέροντος ἀκτάν οὔθ᾽ ὑμεναίων ἔγκληρον οὔτ᾽ ἐπινύμφειός πώ μέ τις ὕμνος ὕμνησεν ἀλλ᾽ Ἀχέροντι νυμφεύσω,40
Χορός,οὐκοῦν κλεινὴ καὶ ἔπαινον ἔχουσ᾽ ἐς τόδ᾽ ἀπέρχει κεῦθος νεκύων οὔτε φθινάσιν πληγεῖσα νόσοις οὔτε ξιφέων ἐπίχειρα λαχοῦσ᾽ ἀλλ᾽ αὐτόνομος ζῶσα μόνη δὴ θνητῶν Ἅιδην καταβήσει,26
Ἀντιγόνη,ἤκουσα δὴ λυγρότατον ὀλέσθαι τὰν Φρυγίαν ξέναν Ταντάλου Σιπύλῳ πρὸς ἄκρῳ τὰν κισσὸς ὡς ἀτενὴς πετραία βλάστα δάμασεν καί νιν ὄμβροι τακομέναν ὡς φάτις ἀνδρῶν χιών τ᾽ οὐδαμὰ λείπει τέγγει δ᾽ ὑπ᾽ ὀφρύσι παγκλαύτοις δειράδας ᾇ με δαίμων ὁμοιοτάταν κατευνάζει,40
Χορός,ἀλλὰ θεός τοι καὶ θεογεννής ἡμεῖς δὲ βροτοὶ καὶ θνητογενεῖς καίτοι φθιμένῃ μέγα κἀκοῦσαι τοῖς ἰσοθέοις σύγκληρα λαχεῖν ζῶσαν καὶ ἔπειτα θανοῦσαν,22
Ἀντιγόνη,οἴμοι γελῶμαι τί με πρὸς θεῶν πατρῴων οὐκ οἰχομέναν ὑβρίζεις ἀλλ᾽ ἐπίφαντον ὦ πόλις ὦ πόλεως πολυκτήμονες ἄνδρες ἰὼ Διρκαῖαι κρῆναι Θήβας τ᾽ εὐαρμάτου ἄλσος ἔμπας ξυμμάρτυρας ὔμμ᾽ ἐπικτῶμαι οἵα φίλων ἄκλαυτος οἵοις νόμοις πρὸς ἕργμα τυμβόχωστον ἔρχομαι τάφου ποταινίου ἰὼ δύστανος βροτοῖς οὔτε νεκροῖς κυροῦσα μέτοικος οὐ ζῶσιν οὐ θανοῦσιν,51
Χορός,προβᾶσ᾽ ἐπ᾽ ἔσχατον θράσους ὑψηλὸν ἐς Δίκας βάθρον προσέπεσες ὦ τέκνον πολύ πατρῷον δ᾽ ἐκτίνεις τιν᾽ ἆθλον,17
Ἀντιγόνη,ἔψαυσας ἀλγεινοτάτας ἐμοὶ μερίμνας πατρὸς τριπόλιστον οἶκτον τού τε πρόπαντος ἁμετέρου πότμου κλεινοῖς Λαβδακίδαισιν ἰὼ ματρῷαι λέκτρων ἆται κοιμήματά τ᾽ αὐτογέννητ᾽ ἐμῷ πατρὶ δυσμόρου ματρός οἵων ἐγώ ποθ᾽ ἁ ταλαίφρων ἔφυν πρὸς οὓς ἀραῖος ἄγαμος ἅδ᾽ ἐγὼ μέτοικος ἔρχομαι ἰὼ δυσπότμων κασίγνητε γάμων κυρήσας θανὼν ἔτ᾽ οὖσαν κατήναρές με,49
Χορός,σέβειν μὲν εὐσέβειά τις κράτος δ᾽ ὅτῳ κράτος μέλει παραβατὸν οὐδαμᾷ πέλει σὲ δ᾽ αὐτόγνωτος ὤλεσ᾽ ὀργά,17
Ἀντιγόνη,ἄκλαυτος ἄφιλος ἀνυμέναιος ταλαίφρων ἄγομαι τὰν πυμάταν ὁδόν οὐκέτι μοι τόδε λαμπάδος ἱερὸν ὄμμα θέμις ὁρᾶν ταλαίνᾳ τὸν δ᾽ ἐμὸν πότμον ἀδάκρυτον οὐδεὶς φίλων στενάζει,25
Κρέων,ἆρ᾽ ἴστ᾽ ἀοιδὰς καὶ γόους πρὸ τοῦ θανεῖν ὡς οὐδ᾽ ἂν εἷς παύσαιτ᾽ ἄν εἰ χρείη λέγειν οὐκ ἄξεθ᾽ ὡς τάχιστα καὶ κατηρεφεῖ τύμβῳ περιπτύξαντες ὡς εἴρηκ᾽ ἐγώ ἄφετε μόνην ἔρημον εἴτε χρῇ θανεῖν εἴτ᾽ ἐν τοιαύτῃ ζῶσα τυμβεύειν στέγῃ ἡμεῖς γὰρ ἁγνοὶ τοὐπὶ τήνδε τὴν κόρην μετοικίας δ᾽ οὖν τῆς ἄνω στερήσεται,53
Ἀντιγόνη,ὦ τύμβος ὦ νυμφεῖον ὦ κατασκαφὴς οἴκησις ἀείφρουρος οἷ πορεύομαι πρὸς τοὺς ἐμαυτῆς ὧν ἀριθμὸν ἐν νεκροῖς πλεῖστον δέδεκται Φερσέφασσ᾽ ὀλωλότων ὧν λοισθία γὼ καὶ κάκιστα δὴ μακρῷ κάτειμι πρίν μοι μοῖραν ἐξήκειν βίου ἐλθοῦσα μέντοι κάρτ᾽ ἐν ἐλπίσιν τρέφω φίλη μὲν ἥξειν πατρί προσφιλὴς δὲ σοί μῆτερ φίλη δὲ σοί κασίγνητον κάρα ἐπεὶ θανόντας αὐτόχειρ ὑμᾶς ἐγὼ ἔλουσα κἀκόσμησα κἀπιτυμβίους χοὰς ἔδωκα νῦν δέ Πολύνεικες τὸ σὸν δέμας περιστέλλουσα τοιάδ᾽ ἄρνυμαι καίτοι σ᾽ ἐγὼ τίμησα τοῖς φρονοῦσιν εὖ οὐ γάρ ποτ᾽ οὔτ᾽ ἄν εἰ τέκνων μήτηρ ἔφυν οὔτ᾽ εἰ πόσις μοι κατθανὼν ἐτήκετο βίᾳ πολιτῶν τόνδ᾽ ἂν ᾐρόμην πόνον τίνος νόμου δὴ ταῦτα πρὸς χάριν λέγω πόσις μὲν ἄν μοι κατθανόντος ἄλλος ἦν καὶ παῖς ἀπ᾽ ἄλλου φωτός εἰ τοῦδ᾽ ἤμπλακον μητρὸς δ᾽ ἐν Ἅιδου καὶ πατρὸς κεκευθότοιν οὐκ ἔστ᾽ ἀδελφὸς ὅστις ἂν βλάστοι ποτέ τοιῷδε μέντοι σ᾽ ἐκπροτιμήσασ᾽ ἐγὼ νόμῳ Κρέοντι ταῦτ᾽ ἔδοξ᾽ ἁμαρτάνειν καὶ δεινὰ τολμᾶν ὦ κασίγνητον κάρα καὶ νῦν ἄγει με διὰ χερῶν οὕτω λαβὼν ἄλεκτρον ἀνυμέναιον οὔτε του γάμου μέρος λαχοῦσαν οὔτε παιδείου τροφῆς ἀλλ᾽ ὧδ᾽ ἔρημος πρὸς φίλων ἡ δύσμορος ζῶσ᾽ εἰς θανόντων ἔρχομαι κατασκαφάς ποίαν παρεξελθοῦσα δαιμόνων δίκην τί χρή με τὴν δύστηνον ἐς θεοὺς ἔτι βλέπειν τίν᾽ αὐδᾶν ξυμμάχων ἐπεί γε δὴ τὴν δυσσέβειαν εὐσεβοῦσ᾽ ἐκτησάμην ἀλλ᾽ εἰ μὲν οὖν τάδ᾽ ἐστὶν ἐν θεοῖς καλά παθόντες ἂν ξυγγνοῖμεν ἡμαρτηκότες εἰ δ᾽ οἵδ᾽ ἁμαρτάνουσι μὴ πλείω κακὰ πάθοιεν ἢ καὶ δρῶσιν ἐκδίκως ἐμέ,231
Χορός,ἔτι τῶν αὐτῶν ἀνέμων αὑταὶ ψυχῆς ῥιπαὶ τήνδε γ᾽ ἔχουσιν,10
Κρέων,τοιγὰρ τούτων τοῖσιν ἄγουσιν κλαύμαθ᾽ ὑπάρξει βραδυτῆτος ὕπερ,8
Ἀντιγόνη,οἴμοι θανάτου τοῦτ᾽ ἐγγυτάτω τοὔπος ἀφῖκται,6
Χορός,θαρσεῖν οὐδὲν παραμυθοῦμαι μὴ οὐ τάδε ταύτῃ κατακυροῦσθαι,8
Ἀντιγόνη,ὦ γῆς Θήβης ἄστυ πατρῷον καὶ θεοὶ προγενεῖς ἄγομαι δὴ κοὐκέτι μέλλω λεύσσετε Θήβης οἱ κοιρανίδαι τὴν βασιλειδᾶν μούνην λοιπήν οἷα πρὸς οἵων ἀνδρῶν πάσχω τὴν εὐσεβίαν σεβίσασα,28
Χορός,ἔτλα καὶ Δανάας οὐράνιον φῶς ἀλλάξαι δέμας ἐν χαλκοδέτοις αὐλαῖς κρυπτομένα δ᾽ ἐν τυμβήρει θαλάμῳ κατεζεύχθη καίτοι καὶ γενεᾷ τίμιος ὦ παῖ παῖ καὶ Ζηνὸς ταμιεύεσκε γονὰς χρυσορύτους ἀλλ᾽ ἁ μοιριδία τις δύνασις δεινά οὔτ᾽ ἄν νιν ὄλβος οὔτ᾽ Ἄρης οὐ πύργος οὐχ ἁλίκτυποι κελαιναὶ νᾶες ἐκφύγοιεν,47
Χορός,ζεύχθη δ᾽ ὀξύχολος παῖς ὁ Δρύαντος Ἠδωνῶν βασιλεύς κερτομίοις ὀργαῖς ἐκ Διονύσου πετρώδει κατάφαρκτος ἐν δεσμῷ οὕτω τᾶς μανίας δεινὸν ἀποστάζει ἀνθηρόν τε μένος κεῖνος ἐπέγνω μανίαις ψαύων τὸν θεὸν ἐν κερτομίοις γλώσσαις παύεσκε μὲν γὰρ ἐνθέους γυναῖκας εὔιόν τε πῦρ φιλαύλους τ᾽ ἠρέθιζε Μούσας,45
Χορός,παρὰ δὲ κυανεᾶν πελάγει διδύμας ἁλὸς ἀκταὶ Βοσπόριαι ἥδ᾽ ὁ Θρῃκῶν ἄξενος Σαλμυδησσός ἵν᾽ ἀγχίπτολις Ἄρης δισσοῖσι Φινείδαις εἶδεν ἀρατὸν ἕλκος τυφλωθὲν ἐξ ἀγρίας δάμαρτος ἀλαὸν ἀλαστόροισιν ὀμμάτων κύκλοις ἀραχθέντων ὑφ᾽ αἱματηραῖς χείρεσσι καὶ κερκίδων ἀκμαῖσιν,36
Χορός,κατὰ δὲ τακόμενοι μέλεοι μελέαν πάθαν κλαῖον ματρὸς ἔχοντες ἀνύμφευτον γονάν ἁ δὲ σπέρμα μὲν ἀρχαιογόνων ἄντασ᾽ Ἐρεχθειδᾶν τηλεπόροις δ᾽ ἐν ἄντροις τράφη θυέλλαισιν ἐν πατρῴαις Βορεὰς ἅμιππος ὀρθόποδος ὑπὲρ πάγου θεῶν παῖς ἀλλὰ κἀπ᾽ ἐκείνᾳ Μοῖραι μακραίωνες ἔσχον ὦ παῖ,41
Τειρεσίας,Θήβης ἄνακτες ἥκομεν κοινὴν ὁδὸν δύ᾽ ἐξ ἑνὸς βλέποντε τοῖς τυφλοῖσι γὰρ αὕτη κέλευθος ἐκ προηγητοῦ πέλει,17
Κρέων,τί δ᾽ ἔστιν ὦ γεραιὲ Τειρεσία νέον,7
Τειρεσίας,ἐγὼ διδάξω καὶ σὺ τῷ μάντει πιθοῦ,7
Κρέων,οὔκουν πάρος γε σῆς ἀπεστάτουν φρενός,6
Τειρεσίας,τοιγὰρ δι᾽ ὀρθῆς τήνδ᾽ ἐναυκλήρεις πόλιν,6
Κρέων,ἔχω πεπονθὼς μαρτυρεῖν ὀνήσιμα,4
Τειρεσίας,φρόνει βεβὼς αὖ νῦν ἐπὶ ξυροῦ τύχης,7
Κρέων,τί δ᾽ ἔστιν ὡς ἐγὼ τὸ σὸν φρίσσω στόμα,9
Τειρεσίας,γνώσει τέχνης σημεῖα τῆς ἐμῆς κλύων εἰς γὰρ παλαιὸν θᾶκον ὀρνιθοσκόπον ἵζων ἵν᾽ ἦν μοι παντὸς οἰωνοῦ λιμήν ἀγνῶτ᾽ ἀκούω φθόγγον ὀρνίθων κακῷ κλάζοντας οἴστρῳ καὶ βεβαρβαρωμένῳ καὶ σπῶντας ἐν χηλαῖσιν ἀλλήλους φοναῖς ἔγνων πτερῶν γὰρ ῥοῖβδος οὐκ ἄσημος ἦν εὐθὺς δὲ δείσας ἐμπύρων ἐγευόμην βωμοῖσι παμφλέκτοισιν ἐκ δὲ θυμάτων Ἥφαιστος οὐκ ἔλαμπεν ἀλλ᾽ ἐπὶ σποδῷ μυδῶσα κηκὶς μηρίων ἐτήκετο κἄτυφε κἀνέπτυε καὶ μετάρσιοι χολαὶ διεσπείροντο καὶ καταρρυεῖς μηροὶ καλυπτῆς ἐξέκειντο πιμελῆς τοιαῦτα παιδὸς τοῦδ᾽ ἐμάνθανον πάρα φθίνοντ᾽ ἀσήμων ὀργίων μαντεύματα ἐμοὶ γὰρ οὗτος ἡγεμών ἄλλοις δ᾽ ἐγώ καὶ ταῦτα τῆς σῆς ἐκ φρενὸς νοσεῖ πόλις βωμοὶ γὰρ ἡμῖν ἐσχάραι τε παντελεῖς πλήρεις ὑπ᾽ οἰωνῶν τε καὶ κυνῶν βορᾶς τοῦ δυσμόρου πεπτῶτος Οἰδίπου γόνου κᾆτ᾽ οὐ δέχονται θυστάδας λιτὰς ἔτι θεοὶ παρ᾽ ἡμῶν οὐδὲ μηρίων φλόγα οὐδ᾽ ὄρνις εὐσήμους ἀπορροιβδεῖ βοάς ἀνδροφθόρου βεβρῶτες αἵματος λίπος ταῦτ᾽ οὖν τέκνον φρόνησον ἀνθρώποισι γὰρ τοῖς πᾶσι κοινόν ἐστι τοὐξαμαρτάνειν ἐπεὶ δ᾽ ἁμάρτῃ κεῖνος οὐκέτ᾽ ἔστ᾽ ἀνὴρ ἄβουλος οὐδ᾽ ἄνολβος ὅστις ἐς κακὸν πεσὼν ἀκῆται μηδ᾽ ἀκίνητος πέλῃ αὐθαδία τοι σκαιότητ᾽ ὀφλισκάνει ἀλλ᾽ εἶκε τῷ θανόντι μηδ᾽ ὀλωλότα κέντει τίς ἀλκὴ τὸν θανόντ᾽ ἐπικτανεῖν εὖ σοι φρονήσας εὖ λέγω τὸ μανθάνειν δ᾽ ἥδιστον εὖ λέγοντος εἰ κέρδος λέγοι,194
Κρέων,ὦ πρέσβυ πάντες ὥστε τοξόται σκοποῦ τοξεύετ᾽ ἀνδρὸς τοῦδε κοὐδὲ μαντικῆς ἄπρακτος ὑμῖν εἰμι τῶν δ᾽ ὑπαὶ γένους ἐξημπόλημαι κἀμπεφόρτισμαι πάλαι κερδαίνετ᾽ ἐμπολᾶτε τἀπὸ Σάρδεων ἤλεκτρον εἰ βούλεσθε καὶ τὸν Ἰνδικὸν χρυσόν τάφῳ δ᾽ ἐκεῖνον οὐχὶ κρύψετε οὐδ᾽ εἰ θέλουσ᾽ οἱ Ζηνὸς αἰετοὶ βορὰν φέρειν νιν ἁρπάζοντες ἐς Διὸς θρόνους οὐδ᾽ ὣς μίασμα τοῦτο μὴ τρέσας ἐγὼ θάπτειν παρήσω κεῖνον εὖ γὰρ οἶδ᾽ ὅτι θεοὺς μιαίνειν οὔτις ἀνθρώπων σθένει πίπτουσι δ᾽ ὦ γεραιὲ Τειρεσία βροτῶν χοἰ πολλὰ δεινοὶ πτώματ᾽ αἴσχρ᾽ ὅταν λόγους αἰσχροὺς καλῶς λέγωσι τοῦ κέρδους χάριν,88
Τειρεσίας,φεῦ ἆρ᾽ οἶδεν ἀνθρώπων τις ἆρα φράζεται,7
Κρέων,τί χρῆμα ποῖον τοῦτο πάγκοινον λέγεις,6
Τειρεσίας,ὅσῳ κράτιστον κτημάτων εὐβουλία,4
Κρέων,ὅσῳπερ οἶμαι μὴ φρονεῖν πλείστη βλάβη,6
Τειρεσίας,ταύτης σὺ μέντοι τῆς νόσου πλήρης ἔφυς,7
Κρέων,οὐ βούλομαι τὸν μάντιν ἀντειπεῖν κακῶς,6
Τειρεσίας,καὶ μὴν λέγεις ψευδῆ με θεσπίζειν λέγων,7
Κρέων,τὸ μαντικὸν γὰρ πᾶν φιλάργυρον γένος,6
Τειρεσίας,τὸ δ᾽ ἐκ τυράννων αἰσχροκέρδειαν φιλεῖ,6
Κρέων,ἆρ᾽ οἶσθα ταγοὺς ὄντας ἃν λέγῃς λέγων,7
Τειρεσίας,οἶδ᾽ ἐξ ἐμοῦ γὰρ τήνδ᾽ ἔχεις σώσας πόλιν,8
Κρέων,σοφὸς σὺ μάντις ἀλλὰ τἀδικεῖν φιλῶν,6
Τειρεσίας,ὄρσεις με τἀκίνητα διὰ φρενῶν φράσαι,6
Κρέων,κίνει μόνον δὲ μὴ πὶ κέρδεσιν λέγων,7
Τειρεσίας,οὕτω γὰρ ἤδη καὶ δοκῶ τὸ σὸν μέρος,8
Κρέων,ὡς μὴ μπολήσων ἴσθι τὴν ἐμὴν φρένα,7
Τειρεσίας,ἀλλ᾽ εὖ γέ τοι κάτισθι μὴ πολλοὺς ἔτι τρόχους ἁμιλλητῆρας ἡλίου τελεῖν ἐν οἷσι τῶν σῶν αὐτὸς ἐκ σπλάγχνων ἕνα νέκυν νεκρῶν ἀμοιβὸν ἀντιδοὺς ἔσει ἀνθ᾽ ὧν ἔχεις μὲν τῶν ἄνω βαλὼν κάτω ψυχήν τ᾽ ἀτίμως ἐν τάφῳ κατῴκισας ἔχεις δὲ τῶν κάτωθεν ἐνθάδ᾽ αὖ θεῶν ἄμοιρον ἀκτέριστον ἀνόσιον νέκυν ὧν οὔτε σοὶ μέτεστιν οὔτε τοῖς ἄνω θεοῖσιν ἀλλ᾽ ἐκ σοῦ βιάζονται τάδε τούτων σε λωβητῆρες ὑστεροφθόροι λοχῶσιν Ἅιδου καὶ θεῶν Ἐρινύες ἐν τοῖσιν αὐτοῖς τοῖσδε ληφθῆναι κακοῖς καὶ ταῦτ᾽ ἄθρησον εἰ κατηργυρωμένος λέγω φανεῖ γὰρ οὐ μακροῦ χρόνου τριβὴ ἀνδρῶν γυναικῶν σοῖς δόμοις κωκύματα ἐχθραὶ δὲ πᾶσαι συνταράσσονται πόλεις ὅσων σπαράγματ᾽ ἢ κύνες καθήγνισαν ἢ θῆρες ἤ τις πτηνὸς οἰωνός φέρων ἀνόσιον ὀσμὴν ἑστιοῦχον ἐς πόλιν τοιαῦτά σου λυπεῖς γάρ ὥστε τοξότης ἀφῆκα θυμῷ καρδίας τοξεύματα βέβαια τῶν σὺ θάλπος οὐχ ὑπεκδραμεῖ ὦ παῖ σὺ δ᾽ ἡμᾶς ἄπαγε πρὸς δόμους ἵνα τὸν θυμὸν οὗτος ἐς νεωτέρους ἀφῇ καὶ γνῷ τρέφειν τὴν γλῶσσαν ἡσυχαιτέραν τὸν νοῦν τ᾽ ἀμείνω τῶν φρενῶν ἢ νῦν φέρει,163
Χορός,ἁνήρ ἄναξ βέβηκε δεινὰ θεσπίσας ἐπιστάμεσθα δ᾽ ἐξ ὅτου λευκὴν ἐγὼ τήνδ᾽ ἐκ μελαίνης ἀμφιβάλλομαι τρίχα μή πώ ποτ᾽ αὐτὸν ψεῦδος ἐς πόλιν λακεῖν,24
Κρέων,ἔγνωκα καὐτὸς καὶ ταράσσομαι φρένας τό τ᾽ εἰκαθεῖν γὰρ δεινόν ἀντιστάντα δὲ ἄτῃ πατάξαι θυμὸν ἐν δεινῷ πάρα,18
Χορός,εὐβουλίας δεῖ παῖ Μενοικέως λαβεῖν,5
Κρέων,τί δῆτα χρὴ δρᾶν φράζε πείσομαι δ᾽ ἐγώ,8
Χορός,ἐλθὼν κόρην μὲν ἐκ κατώρυχος στέγης ἄνες κτίσον δὲ τῷ προκειμένῳ τάφον,12
Κρέων,καὶ ταῦτ᾽ ἐπαινεῖς καὶ δοκεῖς παρεικαθεῖν,6
Χορός,ὅσον γ᾽ ἄναξ τάχιστα συντέμνουσι γὰρ θεῶν ποδώκεις τοὺς κακόφρονας βλάβαι,11
Κρέων,οἴμοι μόλις μέν καρδίας δ᾽ ἐξίσταμαι τὸ δρᾶν ἀνάγκῃ δ᾽ οὐχὶ δυσμαχητέον,12
Χορός,δρᾶ νυν τάδ᾽ ἐλθὼν μηδ᾽ ἐπ᾽ ἄλλοισιν τρέπε,8
Κρέων,ὧδ᾽ ὡς ἔχω στείχοιμ᾽ ἄν ἴτ᾽ ἴτ᾽ ὀπάονες οἵ τ᾽ ὄντες οἵ τ᾽ ἀπόντες ἀξίνας χεροῖν ὁρμᾶσθ᾽ ἑλόντες εἰς ἐπόψιον τόπον ἐγὼ δ᾽ ἐπειδὴ δόξα τῇδ᾽ ἐπεστράφη αὐτός τ᾽ ἔδησα καὶ παρὼν ἐκλύσομαι δέδοικα γὰρ μὴ τοὺς καθεστῶτας νόμους ἄριστον ᾖ σῴζοντα τὸν βίον τελεῖν,45
Χορός,πολυώνυμε Καδμείας νύμφας ἄγαλμα καὶ Διὸς βαρυβρεμέτα γένος κλυτὰν ὃς ἀμφέπεις Ἰταλίαν μέδεις δὲ παγκοίνοις Ἐλευσινίας Δῃοῦς ἐν κόλποις Βακχεῦ Βακχᾶν ὁ ματρόπολιν Θήβαν ναιετῶν παρ᾽ ὑγρῶν Ἰσμηνοῦ ῥείθρων ἀγρίου τ᾽ ἐπὶ σπορᾷ δράκοντος,34
Χορός,σὲ δ᾽ ὑπὲρ διλόφου πέτρας στέροψ ὄπωπε λιγνύς ἔνθα Κωρύκιαι στείχουσι νύμφαι Βακχίδες Κασταλίας τε νᾶμα καί σε Νυσαίων ὀρέων κισσήρεις ὄχθαι χλωρά τ᾽ ἀκτὰ πολυστάφυλος πέμπει ἀμβρότων ἐπέων εὐαζόντων Θηβαΐας ἐπισκοποῦντ᾽ ἀγυιάς,33
Χορός,τὰν ἐκ πᾶσαι τιμᾷς ὑπερτάταν πόλεων ματρὶ σὺν κεραυνίᾳ καὶ νῦν ὡς βιαίας ἔχεται πάνδαμος πόλις ἐπὶ νόσου μολεῖν καθαρσίῳ ποδὶ Παρνασίαν ὑπὲρ κλιτὺν ἢ στονόεντα πορθμόν,27
Χορός,ἰὼ πῦρ πνειόντων χοράγ᾽ ἄστρων νυχίων φθεγμάτων ἐπίσκοπε παῖ Διὸς γένεθλον προφάνηθ᾽ ὦναξ σαῖς ἅμα περιπόλοις Θυίαισιν αἵ σε μαινόμεναι πάννυχοι χορεύουσι τὸν ταμίαν Ἴακχον,25
